,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
3528,10234010,183426801,83,OUTBOUND-WHARTON SQ VIA OAKLAND,20:15:00,2,LIBERTY AVE + MARKET ST,22296,20:49:00,54,6.707084892,2,WHARTON ST + S 20TH,4834,1/1/2023 20:15,1/1/2023 20:49,0 days 00:34:00,34,0.566666667
3529,6615010,183426901,Y46,INBOUND-DOWNTOWN,22:12:00,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,23:08:00,73,19.43013285,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 22:12,1/1/2023 23:08,0 days 00:56:00,56,0.933333333
3530,749010,183426901,Y46,OUTBOUND-ELIZABETH,23:08:00,2,SIXTH AVE + SMITHFIELD,4833,23:58:00,75,19.61134999,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 23:08,1/1/2023 23:58,0 days 00:50:00,50,0.833333333
3531,13342010,183427001,93,OUTBOUND-LAWRENCEVILLE,14:19:00,2,BROADVIEW DR + JOHNSTON AVE,20874,15:15:00,85,10.5831086,2,LAWRENCEVILLE SHOPPING CENTER (TERMINAL),19866,1/1/2023 14:19,1/1/2023 15:15,0 days 00:56:00,56,0.933333333
3532,4816010,183427001,93,INBOUND-GLEN HAZEL,15:26:00,2,LAWRENCEVILLE SHOPPING CTR (BOARDING STOP-SHELTER),22806,16:19:00,79,10.61532057,2,BROADVIEW DR + JOHNSTON AVE,20874,1/1/2023 15:26,1/1/2023 16:19,0 days 00:53:00,53,0.883333333
3533,7564010,183427001,93,OUTBOUND-LAWRENCEVILLE,16:29:00,2,BROADVIEW DR + JOHNSTON AVE,20874,17:25:00,85,10.5831086,2,LAWRENCEVILLE SHOPPING CENTER (TERMINAL),19866,1/1/2023 16:29,1/1/2023 17:25,0 days 00:56:00,56,0.933333333
3534,13416010,183427001,93,INBOUND-GLEN HAZEL,17:36:00,2,LAWRENCEVILLE SHOPPING CTR (BOARDING STOP-SHELTER),22806,18:29:00,79,10.61532057,2,BROADVIEW DR + JOHNSTON AVE,20874,1/1/2023 17:36,1/1/2023 18:29,0 days 00:53:00,53,0.883333333
3535,4356010,183427101,Y49,INBOUND-DOWNTOWN,10:06:00,2,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,11:00:00,54,13.55728435,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 10:06,1/1/2023 11:00,0 days 00:54:00,54,0.9
3536,4335010,183427101,Y49,OUTBOUND-PROSPECT - CCAC,11:00:00,2,SIXTH AVE + SMITHFIELD,4833,11:43:00,55,13.3175339,2,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,1/1/2023 11:00,1/1/2023 11:43,0 days 00:43:00,43,0.716666667
3537,9288010,183427101,Y49,INBOUND-DOWNTOWN,12:06:00,2,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,13:00:00,54,13.55728435,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 12:06,1/1/2023 13:00,0 days 00:54:00,54,0.9
3538,917010,183427101,Y49,OUTBOUND-PROSPECT - CCAC,13:00:00,2,SIXTH AVE + SMITHFIELD,4833,13:47:00,55,13.3175339,2,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,1/1/2023 13:00,1/1/2023 13:47,0 days 00:47:00,47,0.783333333
3539,13554010,183427201,Y46,INBOUND-DOWNTOWN,10:27:00,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,11:28:00,75,19.74237886,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 10:27,1/1/2023 11:28,0 days 01:01:00,61,1.016666667
3540,13277010,183427201,Y46,OUTBOUND-ELIZABETH,11:28:00,2,SIXTH AVE + SMITHFIELD,4833,12:23:00,77,19.93542695,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 11:28,1/1/2023 12:23,0 days 00:55:00,55,0.916666667
3541,11860010,183427201,Y46,INBOUND-DOWNTOWN,12:43:00,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,13:48:00,75,19.74237886,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 12:43,1/1/2023 13:48,0 days 01:05:00,65,1.083333333
3542,4795010,183427201,Y46,OUTBOUND-ELIZABETH,13:48:00,2,SIXTH AVE + SMITHFIELD,4833,14:46:00,77,19.93542695,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 13:48,1/1/2023 14:46,0 days 00:58:00,58,0.966666667
3543,7920010,183427301,Y46,INBOUND-DOWNTOWN,18:38:00,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,19:38:00,75,19.74237886,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 18:38,1/1/2023 19:38,0 days 01:00:00,60,1
3544,12689010,183427301,Y46,OUTBOUND-ELIZABETH,19:38:00,2,SIXTH AVE + SMITHFIELD,4833,20:33:00,77,19.93542695,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 19:38,1/1/2023 20:33,0 days 00:55:00,55,0.916666667
3545,10606010,183427301,Y46,INBOUND-DOWNTOWN,21:02:00,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,21:58:00,73,19.43013285,2,SIXTH AVE + SMITHFIELD,4833,1/1/2023 21:02,1/1/2023 21:58,0 days 00:56:00,56,0.933333333
3546,4157010,183427301,Y46,OUTBOUND-ELIZABETH,21:58:00,2,SIXTH AVE + SMITHFIELD,4833,22:48:00,75,19.61134999,2,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 21:58,1/1/2023 22:48,0 days 00:50:00,50,0.833333333
3547,7540080,183427508,60,OUTBOUND-BOSTON,8:47:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,9:00:00,30,3.865920191,1,WALNUT ST + LINDEN,10391,1/1/2023 8:47,1/1/2023 9:00,0 days 00:13:00,13,0.216666667
3548,9405080,183427508,60,INBOUND-CRAWFORD VILLAGE,9:02:00,1,WALNUT ST + LINDEN,10246,9:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 9:02,1/1/2023 9:20,0 days 00:18:00,18,0.3
3549,9763080,183427508,60,OUTBOUND-BOSTON BRIDGE,9:20:00,1,YOUNG ST + YESTER,20840,10:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 9:20,1/1/2023 10:00,0 days 00:40:00,40,0.666666667
3550,1531080,183427508,60,INBOUND-CRAWFORD VILLAGE,10:02:00,1,WALNUT ST + LINDEN,10246,10:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 10:02,1/1/2023 10:20,0 days 00:18:00,18,0.3
3551,4497080,183427508,60,OUTBOUND-BOSTON BRIDGE,10:20:00,1,YOUNG ST + YESTER,20840,11:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 10:20,1/1/2023 11:00,0 days 00:40:00,40,0.666666667
3552,6243080,183427508,60,INBOUND-CRAWFORD VILLAGE,11:02:00,1,WALNUT ST + LINDEN,10246,11:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 11:02,1/1/2023 11:20,0 days 00:18:00,18,0.3
3553,6540080,183427508,60,OUTBOUND-BOSTON BRIDGE,11:20:00,1,YOUNG ST + YESTER,20840,12:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 11:20,1/1/2023 12:00,0 days 00:40:00,40,0.666666667
3554,98080,183427508,60,INBOUND-CRAWFORD VILLAGE,12:02:00,1,WALNUT ST + LINDEN,10246,12:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 12:02,1/1/2023 12:20,0 days 00:18:00,18,0.3
3555,10679080,183427508,60,OUTBOUND-BOSTON BRIDGE,12:20:00,1,YOUNG ST + YESTER,20840,13:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 12:20,1/1/2023 13:00,0 days 00:40:00,40,0.666666667
3556,13432080,183427508,60,INBOUND-CRAWFORD VILLAGE,13:02:00,1,WALNUT ST + LINDEN,10246,13:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 13:02,1/1/2023 13:20,0 days 00:18:00,18,0.3
3557,4491080,183427508,60,OUTBOUND-BOSTON BRIDGE,13:20:00,1,YOUNG ST + YESTER,20840,14:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 13:20,1/1/2023 14:00,0 days 00:40:00,40,0.666666667
3558,14035080,183427508,60,INBOUND-CRAWFORD VILLAGE,14:02:00,1,WALNUT ST + LINDEN,10246,14:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 14:02,1/1/2023 14:20,0 days 00:18:00,18,0.3
3559,1587080,183427508,60,OUTBOUND-BOSTON BRIDGE,14:20:00,1,YOUNG ST + YESTER,20840,15:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 14:20,1/1/2023 15:00,0 days 00:40:00,40,0.666666667
3560,9221080,183427508,60,INBOUND-CRAWFORD VILLAGE,15:02:00,1,WALNUT ST + LINDEN,10246,15:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 15:02,1/1/2023 15:20,0 days 00:18:00,18,0.3
3561,7173080,183427508,60,OUTBOUND-BOSTON BRIDGE,15:20:00,1,YOUNG ST + YESTER,20840,16:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 15:20,1/1/2023 16:00,0 days 00:40:00,40,0.666666667
3562,7397080,183427508,60,INBOUND-CRAWFORD VILLAGE,16:02:00,1,WALNUT ST + LINDEN,10246,16:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 16:02,1/1/2023 16:20,0 days 00:18:00,18,0.3
3563,3902080,183427508,60,OUTBOUND-BOSTON BRIDGE,16:20:00,1,YOUNG ST + YESTER,20840,17:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 16:20,1/1/2023 17:00,0 days 00:40:00,40,0.666666667
3564,3756080,183427508,60,INBOUND-CRAWFORD VILLAGE,17:02:00,1,WALNUT ST + LINDEN,10246,17:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 17:02,1/1/2023 17:20,0 days 00:18:00,18,0.3
3565,12595080,183427508,60,OUTBOUND-BOSTON BRIDGE,17:20:00,1,YOUNG ST + YESTER,20840,18:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 17:20,1/1/2023 18:00,0 days 00:40:00,40,0.666666667
3566,9860080,183427508,60,INBOUND-MCKEESPORT TRANSPORTATION CENTER,18:02:00,1,WALNUT ST + LINDEN,10246,18:15:00,33,3.957137709,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,1/1/2023 18:02,1/1/2023 18:15,0 days 00:13:00,13,0.216666667
3567,2335080,183427608,Y49,INBOUND-DOWNTOWN,6:09:00,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,7:00:00,54,13.55728435,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 6:09,1/1/2023 7:00,0 days 00:51:00,51,0.85
3568,6748080,183427608,Y49,OUTBOUND-PROSPECT - CCAC,7:00:00,1,SIXTH AVE + SMITHFIELD,4833,7:43:00,55,13.3175339,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,1/1/2023 7:00,1/1/2023 7:43,0 days 00:43:00,43,0.716666667
3569,8410080,183427608,Y49,INBOUND-DOWNTOWN,8:09:00,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,9:00:00,54,13.55728435,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 8:09,1/1/2023 9:00,0 days 00:51:00,51,0.85
3570,5247080,183427608,Y49,OUTBOUND-PROSPECT - CCAC,9:00:00,1,SIXTH AVE + SMITHFIELD,4833,9:43:00,55,13.3175339,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,1/1/2023 9:00,1/1/2023 9:43,0 days 00:43:00,43,0.716666667
3571,13456080,183427708,Y49,INBOUND-DOWNTOWN,7:09:00,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,8:00:00,54,13.55728435,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 7:09,1/1/2023 8:00,0 days 00:51:00,51,0.85
3572,7150080,183427708,Y49,OUTBOUND-PROSPECT - CCAC,8:00:00,1,SIXTH AVE + SMITHFIELD,4833,8:43:00,55,13.3175339,1,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,10129,1/1/2023 8:00,1/1/2023 8:43,0 days 00:43:00,43,0.716666667
3573,6834080,183427808,81,INBOUND-DOWNTOWN,6:54:00,1,WHARTON ST + S 20TH,4834,7:30:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 6:54,1/1/2023 7:30,0 days 00:36:00,36,0.6
3574,8218080,183427808,81,OUTBOUND-WHARTON SQUARE,7:30:00,1,LIBERTY AVE + MARKET ST,22296,7:57:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 7:30,1/1/2023 7:57,0 days 00:27:00,27,0.45
3575,7975080,183427808,81,INBOUND-DOWNTOWN,8:20:00,1,WHARTON ST + S 20TH,4834,9:00:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 8:20,1/1/2023 9:00,0 days 00:40:00,40,0.666666667
3576,428080,183427808,81,OUTBOUND-WHARTON SQUARE,9:00:00,1,LIBERTY AVE + MARKET ST,22296,9:28:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 9:00,1/1/2023 9:28,0 days 00:28:00,28,0.466666667
3577,11563080,183427808,81,INBOUND-DOWNTOWN,9:50:00,1,WHARTON ST + S 20TH,4834,10:30:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 9:50,1/1/2023 10:30,0 days 00:40:00,40,0.666666667
3578,13291080,183427808,81,OUTBOUND-WHARTON SQUARE,10:30:00,1,LIBERTY AVE + MARKET ST,22296,10:58:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 10:30,1/1/2023 10:58,0 days 00:28:00,28,0.466666667
3579,3994080,183427908,81,INBOUND-DOWNTOWN,7:39:00,1,WHARTON ST + S 20TH,4834,8:15:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 7:39,1/1/2023 8:15,0 days 00:36:00,36,0.6
3580,6180080,183427908,81,OUTBOUND-WHARTON SQUARE,8:15:00,1,LIBERTY AVE + MARKET ST,22296,8:42:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 8:15,1/1/2023 8:42,0 days 00:27:00,27,0.45
3581,8156080,183427908,81,INBOUND-DOWNTOWN,9:05:00,1,WHARTON ST + S 20TH,4834,9:45:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 9:05,1/1/2023 9:45,0 days 00:40:00,40,0.666666667
3582,12998080,183427908,81,OUTBOUND-WHARTON SQUARE,9:45:00,1,LIBERTY AVE + MARKET ST,22296,10:13:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 9:45,1/1/2023 10:13,0 days 00:28:00,28,0.466666667
3583,4377080,183427908,81,INBOUND-DOWNTOWN,10:34:00,1,WHARTON ST + S 20TH,4834,11:15:00,52,7.349254974,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 10:34,1/1/2023 11:15,0 days 00:41:00,41,0.683333333
3584,1120080,183427908,81,OUTBOUND-WHARTON SQUARE,11:15:00,1,LIBERTY AVE + MARKET ST,22296,11:44:00,47,5.567251171,1,WHARTON ST + S 20TH,4834,1/1/2023 11:15,1/1/2023 11:44,0 days 00:29:00,29,0.483333333
3585,5355080,183428008,83,INBOUND-DOWNTOWN,6:50:00,1,WHARTON ST + S 20TH,4834,7:31:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 6:50,1/1/2023 7:31,0 days 00:41:00,41,0.683333333
3586,2164080,183428008,83,OUTBOUND-WHARTON SQ VIA OAKLAND,7:31:00,1,LIBERTY AVE + MARKET ST,22296,8:04:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 7:31,1/1/2023 8:04,0 days 00:33:00,33,0.55
3587,6799080,183428008,83,INBOUND-DOWNTOWN,8:16:00,1,WHARTON ST + S 20TH,4834,9:02:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 8:16,1/1/2023 9:02,0 days 00:46:00,46,0.766666667
3588,4743080,183428008,83,OUTBOUND-WHARTON SQ VIA OAKLAND,9:02:00,1,LIBERTY AVE + MARKET ST,22296,9:35:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 9:02,1/1/2023 9:35,0 days 00:33:00,33,0.55
3589,1943080,183428008,83,INBOUND-DOWNTOWN,9:50:00,1,WHARTON ST + S 20TH,4834,10:36:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 9:50,1/1/2023 10:36,0 days 00:46:00,46,0.766666667
3590,2495080,183428008,83,OUTBOUND-WHARTON SQ VIA OAKLAND,10:36:00,1,LIBERTY AVE + MARKET ST,22296,11:11:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 10:36,1/1/2023 11:11,0 days 00:35:00,35,0.583333333
3591,2039080,183428108,Y46,INBOUND-DOWNTOWN,6:57:00,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,7:58:00,75,19.74237886,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 6:57,1/1/2023 7:58,0 days 01:01:00,61,1.016666667
3592,6770080,183428108,Y46,OUTBOUND-ELIZABETH,7:58:00,1,SIXTH AVE + SMITHFIELD,4833,8:53:00,77,19.93542695,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 7:58,1/1/2023 8:53,0 days 00:55:00,55,0.916666667
3593,3679080,183428108,Y46,INBOUND-DOWNTOWN,9:17:00,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,10:18:00,75,19.74237886,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 9:17,1/1/2023 10:18,0 days 01:01:00,61,1.016666667
3594,6438080,183428108,Y46,OUTBOUND-ELIZABETH,10:18:00,1,SIXTH AVE + SMITHFIELD,4833,11:13:00,77,19.93542695,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 10:18,1/1/2023 11:13,0 days 00:55:00,55,0.916666667
3595,4594080,183428208,Y46,INBOUND-DOWNTOWN,5:47:00,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,6:48:00,75,19.74237886,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 5:47,1/1/2023 6:48,0 days 01:01:00,61,1.016666667
3596,12652080,183428208,Y46,OUTBOUND-ELIZABETH,6:48:00,1,SIXTH AVE + SMITHFIELD,4833,7:43:00,77,19.93542695,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 6:48,1/1/2023 7:43,0 days 00:55:00,55,0.916666667
3597,5555080,183428208,Y46,INBOUND-DOWNTOWN,8:07:00,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,9:08:00,75,19.74237886,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 8:07,1/1/2023 9:08,0 days 01:01:00,61,1.016666667
3598,219080,183428208,Y46,OUTBOUND-ELIZABETH,9:08:00,1,SIXTH AVE + SMITHFIELD,4833,10:03:00,77,19.93542695,1,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,11194,1/1/2023 9:08,1/1/2023 10:03,0 days 00:55:00,55,0.916666667
3599,9291080,183428308,83,INBOUND-DOWNTOWN,6:04:00,1,WHARTON ST + S 20TH,4834,6:45:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 6:04,1/1/2023 6:45,0 days 00:41:00,41,0.683333333
3600,12038080,183428308,83,OUTBOUND-WHARTON SQ VIA OAKLAND,6:45:00,1,LIBERTY AVE + MARKET ST,22296,7:18:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 6:45,1/1/2023 7:18,0 days 00:33:00,33,0.55
3601,11376080,183428308,83,INBOUND-DOWNTOWN,7:30:00,1,WHARTON ST + S 20TH,4834,8:11:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 7:30,1/1/2023 8:11,0 days 00:41:00,41,0.683333333
3602,9580080,183428308,83,OUTBOUND-WHARTON SQ VIA OAKLAND,8:11:00,1,LIBERTY AVE + MARKET ST,22296,8:44:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 8:11,1/1/2023 8:44,0 days 00:33:00,33,0.55
3603,10156080,183428308,83,INBOUND-DOWNTOWN,8:57:00,1,WHARTON ST + S 20TH,4834,9:43:00,59,8.46430835,1,LIBERTY AVE + MARKET ST,22296,1/1/2023 8:57,1/1/2023 9:43,0 days 00:46:00,46,0.766666667
3604,12339080,183428308,83,OUTBOUND-WHARTON SQ VIA OAKLAND,9:43:00,1,LIBERTY AVE + MARKET ST,22296,10:16:00,54,6.707084892,1,WHARTON ST + S 20TH,4834,1/1/2023 9:43,1/1/2023 10:16,0 days 00:33:00,33,0.55
3605,9753080,183428408,61C,INBOUND-PITTSBURGH VIA OAKLAND,4:54:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,5:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 4:54,1/1/2023 5:45,0 days 00:51:00,51,0.85
3606,11289080,183428408,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,5:45:00,1,FIFTH AVE + WOOD ST,20856,6:33:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 5:45,1/1/2023 6:33,0 days 00:48:00,48,0.8
3607,10310080,183428508,61D,INBOUND-DOWNTOWN,6:51:00,1,AMITY ST + TARGET DRIVE,15428,7:33:00,62,10.11583009,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:51,1/1/2023 7:33,0 days 00:42:00,42,0.7
3608,8302080,183428508,61D,OUTBOUND-WATERFRONT VIA OAKLAND-SQ HILL,7:33:00,1,FIFTH AVE + WOOD ST,20856,8:12:00,53,9.022910013,1,DRIVE TO LOWES + STOREFRONT DRIVE,15418,1/1/2023 7:33,1/1/2023 8:12,0 days 00:39:00,39,0.65
3609,4456080,183428608,56,INBOUND-DOWNTOWN,6:53:00,1,GREEN LOT + BROADWAY AVE,21490,7:40:00,71,15.79489729,1,BLVD OF ALLIES + STANWIX ST,43,1/1/2023 6:53,1/1/2023 7:40,0 days 00:47:00,47,0.783333333
3610,5408080,183428608,56,OUTBOUND-PENN STATE - MCKEESPORT,7:40:00,1,BLVD OF ALLIES + STANWIX ST,43,8:27:00,75,15.76608423,1,BROADWAY AVE + RED LOT NS (CROSSWALK),21505,1/1/2023 7:40,1/1/2023 8:27,0 days 00:47:00,47,0.783333333
3611,13265080,183428608,56,INBOUND-DOWNTOWN,8:53:00,1,GREEN LOT + BROADWAY AVE,21490,9:40:00,71,15.79489729,1,BLVD OF ALLIES + STANWIX ST,43,1/1/2023 8:53,1/1/2023 9:40,0 days 00:47:00,47,0.783333333
3612,10203080,183428608,56,OUTBOUND-PENN STATE - MCKEESPORT,9:40:00,1,BLVD OF ALLIES + STANWIX ST,43,10:29:00,75,15.76608423,1,BROADWAY AVE + RED LOT NS (CROSSWALK),21505,1/1/2023 9:40,1/1/2023 10:29,0 days 00:49:00,49,0.816666667
3613,1800080,183428708,56,INBOUND-DOWNTOWN,7:53:00,1,GREEN LOT + BROADWAY AVE,21490,8:40:00,71,15.79489729,1,BLVD OF ALLIES + STANWIX ST,43,1/1/2023 7:53,1/1/2023 8:40,0 days 00:47:00,47,0.783333333
3614,6515080,183428708,56,OUTBOUND-PENN STATE - MCKEESPORT,8:40:00,1,BLVD OF ALLIES + STANWIX ST,43,9:27:00,75,15.76608423,1,BROADWAY AVE + RED LOT NS (CROSSWALK),21505,1/1/2023 8:40,1/1/2023 9:27,0 days 00:47:00,47,0.783333333
3615,7017080,183428708,56,INBOUND-DOWNTOWN,9:50:00,1,GREEN LOT + BROADWAY AVE,21490,10:40:00,71,15.79489729,1,BLVD OF ALLIES + STANWIX ST,43,1/1/2023 9:50,1/1/2023 10:40,0 days 00:50:00,50,0.833333333
3616,5074080,183428708,56,OUTBOUND-PENN STATE - MCKEESPORT,10:40:00,1,BLVD OF ALLIES + STANWIX ST,43,11:29:00,75,15.76608423,1,BROADWAY AVE + RED LOT NS (CROSSWALK),21505,1/1/2023 10:40,1/1/2023 11:29,0 days 00:49:00,49,0.816666667
3617,12441080,183428808,51,INBOUND-DOWNTOWN,4:58:00,1,LEBANON RD + NOBLE DR FS,21187,5:45:00,66,12.08281656,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 4:58,1/1/2023 5:45,0 days 00:47:00,47,0.783333333
3618,8525080,183428808,51,OUTBOUND-WEST MIFFLIN,5:45:00,1,SIXTH AVE + SMITHFIELD,4833,6:31:00,73,14.05807971,1,LEBANON RD + NOBLE DR,9618,1/1/2023 5:45,1/1/2023 6:31,0 days 00:46:00,46,0.766666667
3619,3243080,183428808,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,6:54:00,1,LEBANON RD + NOBLE DR FS,21187,7:50:00,70,13.87474368,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 6:54,1/1/2023 7:50,0 days 00:56:00,56,0.933333333
3620,9156080,183428808,51,OUTBOUND-WEST MIFFLIN,7:50:00,1,SIXTH AVE + SMITHFIELD,4833,8:36:00,73,14.05807971,1,LEBANON RD + NOBLE DR,9618,1/1/2023 7:50,1/1/2023 8:36,0 days 00:46:00,46,0.766666667
3621,5018080,183428908,51,INBOUND-DOWNTOWN,5:31:00,1,LEBANON RD + NOBLE DR FS,21187,6:20:00,66,12.08281656,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 5:31,1/1/2023 6:20,0 days 00:49:00,49,0.816666667
3622,9526080,183428908,51,OUTBOUND-WEST MIFFLIN,6:20:00,1,SIXTH AVE + SMITHFIELD,4833,7:06:00,73,14.05807971,1,LEBANON RD + NOBLE DR,9618,1/1/2023 6:20,1/1/2023 7:06,0 days 00:46:00,46,0.766666667
3623,4679080,183428908,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,7:29:00,1,LEBANON RD + NOBLE DR FS,21187,8:25:00,70,13.87474368,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 7:29,1/1/2023 8:25,0 days 00:56:00,56,0.933333333
3624,3785080,183428908,51,OUTBOUND-WEST MIFFLIN,8:25:00,1,SIXTH AVE + SMITHFIELD,4833,9:11:00,73,14.05807971,1,LEBANON RD + NOBLE DR,9618,1/1/2023 8:25,1/1/2023 9:11,0 days 00:46:00,46,0.766666667
3625,9014080,183429008,51,INBOUND-CARRICK-SOUTH SIDE TO DOWNTOWN,5:54:00,1,LEBANON RD + NOBLE DR FS,21187,6:50:00,70,13.87474368,1,SIXTH AVE + SMITHFIELD,4833,1/1/2023 5:54,1/1/2023 6:50,0 days 00:56:00,56,0.933333333
